Sexo de la victima,Grupo de edad de la victima,Zona del Hecho,Escenario del Hecho,Mes del hecho,Dia del hecho,Rango de Hora del Hecho X 3 Horas,Departamento del hecho DANE,Mecanismo Causal,Diagnostico Topográfico de la Lesión,Presunto Agresor,Pertenencia Grupal,Escolaridad,Ancestro Racial
Hombre,(65 a 69),Cabecera municipal,vivienda,Mayo,Viernes,06:00 a 08:59,Santander,Corto punzante,Trauma de Tórax,Compañero (a) permanente,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Mayo,Viernes,09:00 a 11:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Sin información,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Mayo,Sábado,00:00 a 02:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Conocido sin ningun trato,Persona bajo custodia,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,sin información,Mayo,Domingo,09:00 a 11:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(50 a 54),Parte rural (vereda y campo),vía pública,Mayo,Domingo,12:00 a 14:59,Santander,Contundente,Trauma craneano,Empleado (a),Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(65 a 69),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Mayo,Domingo,00:00 a 02:59,Santander,Contundente,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Junio,Sábado,21:00 a 23:59,Santander,Corto punzante,Politraumatismo,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),Cabecera municipal,vivienda,Junio,Lunes,09:00 a 11:59,Santander,Corto punzante,Trauma de Tórax,Amigo (a),Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Junio,Miércoles,12:00 a 14:59,Santander,Proyectil de arma de fuego,Politraumatismo,Conocido sin ningun trato,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Junio,Domingo,00:00 a 02:59,Santander,Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),vía pública,Junio,Domingo,09:00 a 11:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Amigo (a),Persona adicta a una droga natural o sintética,Educación técnica profesional y tecnológica,Mestizo
Hombre,(25 a 29),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Junio,Lunes,00:00 a 02:59,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Junio,Miércoles,00:00 a 02:59,Santander,Corto punzante,Trauma de miembros,Amigo (a),Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Junio,Miércoles,06:00 a 08:59,Santander,Proyectil de arma de fuego,Politraumatismo,Conocido sin ningun trato,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,lugar público sin otra indicación,Junio,Jueves,18:00 a 20:59,Santander,Proyectil de arma de fuego,Trauma craneano,Conocido sin ningun trato,Ninguno,Educación media o secundaria alta,Mestizo
Mujer,(40 a 44),Cabecera municipal,vía pública,Junio,Jueves,12:00 a 14:59,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Junio,Sábado,18:00 a 20:59,Santander,Corto contundente,Trauma de Tórax,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Junio,Domingo,00:00 a 02:59,Santander,Proyectil de arma de fuego,Trauma craneano,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Junio,Martes,00:00 a 02:59,Santander,Corto punzante,Trauma de Tórax,Delincuencia común,Ninguno,Sin información,Mestizo
Mujer,(20 a 24),Cabecera municipal,"lugares de hospedaje (hoteles, campamentos y otros tipos de hospedaje no permanente, moteles, etc.)",Junio,Domingo,Sin información,Santander,Generadores de asfixia,Trauma de cuello,Novio (a),Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(15 a 17),Cabecera municipal,vía pública,Junio,Jueves,Sin información,Santander,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica secundaria o secundaria baja,Mestizo
Mujer,(40 a 44),Cabecera municipal,vía pública,Junio,Jueves,Sin información,Bolívar,Generadores de asfixia,Trauma de cuello,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(18 a 19),Cabecera municipal,vía pública,Julio,Sábado,18:00 a 20:59,Santander,Corto punzante,Politraumatismo,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Julio,Domingo,00:00 a 02:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(50 a 54),Cabecera municipal,otros,Julio,Lunes,21:00 a 23:59,Santander,Corto punzante,Trauma de cuello,Conocido sin ningun trato,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Julio,Miércoles,06:00 a 08:59,Santander,Corto punzante,Trauma de abdomen,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),"espacios acuáticos al aire libre (mar, río, arroyo, humedal, lago, etc.)",Julio,Miércoles,Sin información,Santander,Cortante,Trauma de cuello,Compañero (a) permanente,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Julio,Jueves,18:00 a 20:59,Santander,Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación básica secundaria o secundaria baja,Sin información
Hombre,(25 a 29),Cabecera municipal,"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Julio,Jueves,21:00 a 23:59,Santander,Proyectil de arma de fuego,Trauma de cuello,Delincuencia común,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),Parte rural (vereda y campo),"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Julio,Sábado,Sin información,Bolívar,Proyectil de arma de fuego,Politraumatismo,Fuerzas irregulares,Otro,Educación media o secundaria alta,Mestizo
Hombre,(40 a 44),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Julio,Lunes,00:00 a 02:59,Santander,Corto punzante,Trauma de cuello,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Julio,Lunes,15:00 a 17:59,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,vivienda,Julio,Domingo,Sin información,Santander,Proyectil de arma de fuego,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación básica primaria,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Julio,Lunes,Sin información,Santander,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Junio,Viernes,06:00 a 08:59,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Sin información
Hombre,(40 a 44),Cabecera municipal,vía pública,Julio,Jueves,Sin información,Santander,Proyectil de arma de fuego,Politraumatismo,Fuerzas irregulares,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Julio,Sábado,Sin información,Santander,Corto punzante,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(20 a 24),Parte rural (vereda y campo),sin información,Agosto,Miércoles,Sin información,Bolívar,Proyectil de arma de fuego,Politraumatismo,Suegro (a),Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),vía pública,Agosto,Lunes,00:00 a 02:59,Santander,Corto contundente,Trauma de Tórax,Amigo (a),Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,centros de reclusión,Agosto,Lunes,Sin información,Santander,Contundente,Politraumatismo,Sin información,Persona bajo custodia,Educación técnica profesional y tecnológica,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Agosto,Lunes,Sin información,Cesar,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Agosto,Jueves,Sin información,Santander,Proyectil de arma de fuego,Politraumatismo,Sin información,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(15 a 17),Cabecera municipal,vía pública,Agosto,Sábado,00:00 a 02:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Amigo (a),Otro,Educación básica primaria,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Agosto,Sábado,21:00 a 23:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(40 a 44),Cabecera municipal,sin información,Agosto,Sábado,18:00 a 20:59,Santander,Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Agosto,Miércoles,Sin información,Santander,Corto punzante,Trauma de miembros,Sin información,Persona adicta a una droga natural o sintética,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(25 a 29),Parte rural (vereda y campo),lugar público sin otra indicación,Septiembre,Sábado,Sin información,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(65 a 69),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Septiembre,Viernes,03:00 a 05:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Septiembre,Viernes,12:00 a 14:59,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(15 a 17),Cabecera municipal,áreas deportivas y/o recreativas,Septiembre,Sábado,21:00 a 23:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(15 a 17),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Septiembre,Domingo,15:00 a 17:59,Santander,Corto punzante,Trauma de Tórax,Sin información,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Septiembre,Lunes,18:00 a 20:59,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Septiembre,Miércoles,06:00 a 08:59,Santander,Corto punzante,Trauma de miembros,Sin información,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(35 a 39),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Septiembre,Miércoles,21:00 a 23:59,Santander,Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(80 y más),Cabecera municipal,vía pública,Septiembre,Jueves,06:00 a 08:59,Santander,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Septiembre,Sábado,15:00 a 17:59,Santander,Corto punzante,Trauma de Tórax,Amigo (a),Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(55 a 59),Cabecera municipal,vía pública,Septiembre,Sábado,15:00 a 17:59,Bolívar,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Sin información,Mulato
Mujer,(45 a 49),Cabecera municipal,vivienda,Septiembre,Jueves,09:00 a 11:59,Santander,Corto punzante,Politraumatismo,Hijo (a),Ninguno,Educación media o secundaria alta,Mestizo
Mujer,(35 a 39),Cabecera municipal,vivienda,Septiembre,Viernes,03:00 a 05:59,Santander,Corto contundente,Trauma de Tórax,Compañero (a) permanente,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Septiembre,Jueves,12:00 a 14:59,Santander,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Mujer,(30 a 34),Cabecera municipal,vía pública,Octubre,Domingo,00:00 a 02:59,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),Cabecera municipal,vivienda,Octubre,Sábado,18:00 a 20:59,Santander,Corto punzante,Trauma de cuello,Sin información,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,vivienda,Octubre,Lunes,12:00 a 14:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Octubre,Martes,18:00 a 20:59,Santander,Proyectil de arma de fuego,Politraumatismo,Conocido sin ningun trato,Otro,Educación básica primaria,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Octubre,Sábado,12:00 a 14:59,Santander,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Octubre,Sábado,18:00 a 20:59,Santander,Corto punzante,Politraumatismo,Conocido sin ningun trato,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Octubre,Lunes,Sin información,Santander,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(45 a 49),Cabecera municipal,vía pública,Octubre,Jueves,00:00 a 02:59,Santander,Proyectil de arma de fuego,Trauma de cuello,Sin información,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(45 a 49),Cabecera municipal,vivienda,Octubre,Domingo,15:00 a 17:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(45 a 49),Cabecera municipal,vía pública,Octubre,Jueves,00:00 a 02:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Octubre,Jueves,12:00 a 14:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Pertenencia múltiple,Educación básica primaria,Mestizo
Mujer,(35 a 39),Cabecera municipal,vía pública,Octubre,Viernes,15:00 a 17:59,Santander,Proyectil de arma de fuego,Trauma craneano,Sin información,Sector social LGBTI (OSIGD),Educación básica primaria,Mestizo
Mujer,(40 a 44),Cabecera municipal,oficinas y/o edificios de oficinas,Octubre,Sábado,Sin información,Cesar,Térmico,Politraumatismo,Sin información,Ninguno,Educación técnica profesional y tecnológica,Sin información
Hombre,(20 a 24),Cabecera municipal,vía pública,Octubre,Sábado,Sin información,Santander,Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Octubre,Sábado,12:00 a 14:59,Santander,Corto punzante,Trauma de cuello,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Octubre,Lunes,18:00 a 20:59,Santander,Proyectil de arma de fuego,Trauma de abdomen,Conocido sin ningun trato,Pertenencia múltiple,Educación básica primaria,Sin información
Hombre,(50 a 54),Cabecera municipal,sin información,Julio,Martes,Sin información,Norte de Santander,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Indeterminado,Por determinar,Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Julio,Sábado,Sin información,Norte de Santander,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Sin información,Sin información
Hombre,(50 a 54),Parte rural (vereda y campo),vía pública,Octubre,Lunes,Sin información,Cesar,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(65 a 69),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Noviembre,Viernes,18:00 a 20:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Noviembre,Jueves,Sin información,Norte de Santander,Proyectil de arma de fuego,Politraumatismo,Sin información,Persona adicta a una droga natural o sintética,Educación inicial y educación preescolar,Mestizo
Hombre,(35 a 39),Cabecera municipal,vivienda,Noviembre,Sábado,21:00 a 23:59,Santander,Proyectil de arma de fuego,Trauma de cuello,Delincuencia común,Ninguno,Educación básica primaria,Sin información
Hombre,(30 a 34),Cabecera municipal,"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Noviembre,Domingo,09:00 a 11:59,Santander,Proyectil de arma de fuego,Politraumatismo,Conocido sin ningun trato,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Noviembre,Martes,21:00 a 23:59,Santander,Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación media o secundaria alta,Sin información
Hombre,(30 a 34),Cabecera municipal,áreas deportivas y/o recreativas,Noviembre,Viernes,18:00 a 20:59,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(65 a 69),Cabecera municipal,vía pública,Noviembre,Sábado,03:00 a 05:59,Santander,Corto punzante,Trauma de abdomen,Delincuencia común,Ninguno,Educación básica primaria,Mestizo
Hombre,(18 a 19),Cabecera municipal,vehículo servicio público,Noviembre,Lunes,18:00 a 20:59,Antioquia,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(15 a 17),Cabecera municipal,vehículo servicio público,Noviembre,Lunes,18:00 a 20:59,Antioquia,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Educación básica primaria,Mestizo
Mujer,(25 a 29),Cabecera municipal,vehículo servicio público,Noviembre,Lunes,18:00 a 20:59,Antioquia,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(15 a 17),Cabecera municipal,vehículo servicio público,Noviembre,Lunes,18:00 a 20:59,Antioquia,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(20 a 24),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Noviembre,Martes,21:00 a 23:59,Santander,Corto punzante,Trauma de Tórax,Sin información,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Noviembre,Sábado,Sin información,Santander,Proyectil de arma de fuego,Politraumatismo,Sin información,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Noviembre,Sábado,Sin información,Santander,Corto punzante,Trauma de Tórax,Sin información,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(15 a 17),Cabecera municipal,áreas deportivas y/o recreativas,Noviembre,Domingo,21:00 a 23:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Sin información,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Diciembre,Viernes,03:00 a 05:59,Santander,Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación básica primaria,Mestizo
Hombre,(40 a 44),Cabecera municipal,"espacios acuáticos al aire libre (mar, río, arroyo, humedal, lago, etc.)",Diciembre,Domingo,15:00 a 17:59,Santander,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Educación básica primaria,Mestizo
Hombre,(20 a 24),Cabecera municipal,"espacios acuáticos al aire libre (mar, río, arroyo, humedal, lago, etc.)",Diciembre,Domingo,15:00 a 17:59,Santander,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Persona adicta a una droga natural o sintética,Educación inicial y educación preescolar,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Diciembre,Domingo,Sin información,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(45 a 49),Cabecera municipal,vía pública,Diciembre,Lunes,09:00 a 11:59,Santander,Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Jueves,12:00 a 14:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Delincuencia común,Ninguno,Educación media o secundaria alta,Sin información
Hombre,(60 a 64),Cabecera municipal,vía pública,Diciembre,Sábado,Sin información,Santander,Contundente,Politraumatismo,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Domingo,Sin información,Santander,Proyectil de arma de fuego,Politraumatismo,Conocido sin ningun trato,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Miércoles,15:00 a 17:59,Santander,Proyectil de arma de fuego,Trauma área Pélvica,Sin información,Reciclador,Educación inicial y educación preescolar,Sin información
Hombre,(30 a 34),Parte rural (vereda y campo),"espacios acuáticos al aire libre (mar, río, arroyo, humedal, lago, etc.)",Diciembre,Viernes,Sin información,Antioquia,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Educación media o secundaria alta,Sin información
Mujer,(35 a 39),Parte rural (vereda y campo),vivienda,Diciembre,Jueves,03:00 a 05:59,Santander,Corto punzante,Politraumatismo,Esposo (a),Ninguno,Educación básica primaria,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Diciembre,Viernes,21:00 a 23:59,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Persona adicta a una droga natural o sintética,Sin información,Mestizo
Mujer,(35 a 39),Cabecera municipal,vivienda,Diciembre,Sábado,06:00 a 08:59,Santander,Generadores de asfixia,Politraumatismo,Ex compañero (a) permanente,Ninguno,Educación técnica profesional y tecnológica,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Diciembre,Domingo,03:00 a 05:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Domingo,09:00 a 11:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación básica primaria,Mestizo
Hombre,(18 a 19),Cabecera municipal,vía pública,Diciembre,Lunes,12:00 a 14:59,Santander,Corto punzante,Politraumatismo,Conocido sin ningun trato,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(65 a 69),Cabecera municipal,vía pública,Diciembre,Martes,Sin información,Bolívar,Contundente,Trauma de abdomen,Delincuencia común,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Martes,18:00 a 20:59,Santander,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Mujer,(40 a 44),Cabecera municipal,vía pública,Diciembre,Domingo,12:00 a 14:59,Santander,Contundente,Trauma craneano,Vecino,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Diciembre,Jueves,Sin información,Santander,Proyectil de arma de fuego,Politraumatismo,Fuerzas irregulares,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(20 a 24),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Diciembre,Sábado,21:00 a 23:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Hombre,(70 a 74),Cabecera municipal,vía pública,Diciembre,Domingo,15:00 a 17:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación básica primaria,Mestizo
Hombre,(18 a 19),Cabecera municipal,vía pública,Diciembre,Lunes,00:00 a 02:59,Santander,Proyectil de arma de fuego,Politraumatismo,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Domingo,09:00 a 11:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Lunes,12:00 a 14:59,Santander,Proyectil de arma de fuego,Trauma de abdomen,Amigo (a),Ninguno,Educación básica primaria,Mestizo
Hombre,(18 a 19),Cabecera municipal,vía pública,Diciembre,Martes,21:00 a 23:59,Santander,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación básica primaria,Blanco
Hombre,(18 a 19),Cabecera municipal,vivienda,Diciembre,Domingo,21:00 a 23:59,Santander,Proyectil de arma de fuego,Trauma de Tórax,Conocido sin ningun trato,Persona adicta a una droga natural o sintética,Educación inicial y educación preescolar,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Viernes,Sin información,Santander,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Febrero,Jueves,Sin información,Antioquia,Proyectil de arma de fuego,Trauma de miembros,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(40 a 44),Parte rural (vereda y campo),vía pública,Mayo,Domingo,Sin información,Santander,Proyectil de arma de fuego,Trauma craneano,Fuerzas irregulares,Ninguno,Educación básica primaria,Mestizo
Mujer,(35 a 39),Parte rural (vereda y campo),lugares de esparcimiento con expendio de alcohol,Junio,Viernes,Sin información,Santander,Corto punzante,Trauma de Tórax,Compañero (a) permanente,Ninguno,Educación básica primaria,Mestizo
Mujer,(20 a 24),Parte rural (vereda y campo),lugares de esparcimiento con expendio de alcohol,Junio,Sábado,Sin información,Santander,Proyectil de arma de fuego,Trauma de Tórax,Hermano (a),Ninguno,Educación básica primaria,Mestizo
